0 15.187 14.953 14.976 0.000 0.000 -0.007 10000 10000 10000
1 15.187 14.945 14.976 0.000 -0.007 0.000 10000 10000 10000
2 15.187 14.953 14.984 0.000 0.007 0.007 10000 10000 10000
3 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
4 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
5 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
6 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
7 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
8 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
9 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
10 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
11 15.195 14.953 14.984 0.007 0.000 0.000 10000 10000 10000
12 15.187 14.953 14.984 -0.007 0.000 0.000 10000 10000 10000
13 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
14 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
15 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
16 15.187 14.953 14.992 0.000 0.000 0.007 10000 10000 10000
17 15.187 14.953 14.992 0.000 0.000 0.000 10000 10000 10000
18 15.179 14.953 14.984 -0.007 0.000 -0.007 10000 10000 10000
19 15.179 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
20 15.179 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
21 15.179 14.953 14.992 0.000 0.000 0.007 10000 10000 10000
22 15.187 14.953 14.992 0.007 0.000 0.000 10000 10000 10000
23 15.187 14.953 14.984 0.000 0.000 -0.007 10000 10000 10000
24 15.187 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
25 15.179 14.953 14.984 -0.007 0.000 0.000 10000 10000 10000
26 15.179 14.953 14.984 0.000 0.000 0.000 10000 10000 10000
27 15.179 14.953 14.992 0.000 0.000 0.007 10000 10000 10000
28 15.179 14.953 14.992 0.000 0.000 0.000 10000 10000 10000
